VolumeID,DSC (points) single output,DSC (bboxes) single output,DSC (mixed) single output,DSC (points) Ch:0,DSC (points) Ch:1,DSC (points) Ch:2,DSC (boxes) Ch:0,DSC (boxes) Ch:1,DSC (boxes) Ch:2,DSC (combined) Ch:0,DSC (combined) Ch:1,DSC (combined) Ch:2
1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883,0.03179650392401192,0.5317647069840831,0.6639511208473501,0.005405408093498897,0.006060609072543609,0.018072292114240083,0.4874371872174945,0.5022831061591709,0.49187935152696205,0.586776860357899,0.564000000872,0.575815739777705
1.3.6.1.4.1.14519.5.2.1.6279.6001.483655032093002252444764787700,0.49620253292100625,0.6857142863556851,0.6125760656945719,0.026578076323660875,0.27826087165721486,0.39257294590829456,0.6228813567311836,0.5907173004415247,0.5925925934308794,0.3799472311874743,0.4651162803136831,0.47331786665123465
1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,0.043487810445093825,0.7252440729076094,0.7429305915900635,0.004901961190808022,0.000775494765112255,5.149330584372126e-10,0.6706766922245463,0.6866096870561116,0.68278805166033,0.6947368425069252,0.6858638747567227,0.6829896911301679
1.3.6.1.4.1.14519.5.2.1.6279.6001.733642690503782454656013446707,0.00330687847167545,0.7976878624411107,0.7156862759034986,2.469745615591567e-10,2.615746795025962e-10,4.078303424111622e-10,0.8375000010156249,0.7976190488236962,0.7796610181940056,0.7752809001388713,0.7526881733726443,0.7253886024591264
1.3.6.1.4.1.14519.5.2.1.6279.6001.217955041973656886482758642958,0.16692506481474806,0.8493293851507875,0.8149763722619091,0.010238908187631773,0.029840849128036855,0.029990003655451514,0.8154568436591808,0.8024282561069852,0.7749812171722424,0.7987386385088595,0.7858341100119601,0.7658360281974821
1.3.6.1.4.1.14519.5.2.1.6279.6001.627998298349675613581885874395,0.6229508199530918,0.9082407949104379,0.8872352605110273,1.1025358311989681e-09,0.1507128318220847,0.17303823020821105,0.8650306749294291,0.8237523690311104,0.829566279884199,0.7754010696688496,0.7550744250642257,0.773770491951626
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,0.019469984040164957,0.9176090468941255,0.9095744681332051,0.02092811691495536,5.091649691908528e-10,0.01750547099698825,0.9334073252311835,0.9132624510837927,0.9103982301380541,0.9185983827932084,0.9036144578841104,0.8986449865047995
1.3.6.1.4.1.14519.5.2.1.6279.6001.247769845138587733933485039556,0.01778644793058773,0.7507654624918767,0.7780401418075324,8.217602103030848e-11,0.0009115771041543925,0.013165769197453466,0.7062663187295912,0.7094339624468969,0.7065420562576062,0.7578947369836873,0.7339556594317646,0.7107533066643167
1.3.6.1.4.1.14519.5.2.1.6279.6001.336894364358709782463716339027,0.6820276512348956,0.8000000008333333,0.7079037810724956,9.174311842437505e-09,0.36269430382023676,0.6215139457310201,0.7653061236463973,0.7468879678552367,0.7317073181637914,0.7380073810405632,0.6993007003520955,0.7017543870113881
1.3.6.1.4.1.14519.5.2.1.6279.6001.826812708000318290301835871780,3.9108330072776365e-11,0.7286432162167622,0.764761904873923,8.688852201869071e-11,9.27385699626506e-11,1.416029453212117e-10,0.7411067194955007,0.7420770357181488,0.753831417742418,0.7950481431476167,0.7732962448895243,0.7635197067994869
1.3.6.1.4.1.14519.5.2.1.6279.6001.227968442353440630355230778531,0.07941653179104202,0.905511811039122,0.8945501451314818,3.3025099064390653e-10,3.276539972714109e-10,0.001303781290318194,0.9111074325589956,0.8951142237960457,0.894237066160079,0.8969422423722793,0.8850952068474893,0.8844172569406926
